,player1,player2,ace%,df%,1stIn%,1stWon%,2ndWon%,bpSaved%,label,surface_Clay,surface_Hard,tourney_level_A,tourney_level_G,tourney_level_M,best_of_3,best_of_5
144,John Millman,Benoit Paire,-0.11636419094097909,-0.03858471862132072,-0.09318285801433579,-0.12261705048040261,0.016165929540948615,-0.43333333333333335,player2,0,1,1,0,0,1,0
145,Kyle Edmund,John Isner,-0.1706016755521706,-0.0040619446560040615,-0.08580858085808585,-0.003173394262503182,0.09621731403909621,0.0,player2,0,1,1,0,0,1,0
146,Denis Shapovalov,Ugo Humbert,-0.03418803418803418,0.06056166056166057,-0.12869352869352868,-0.14114774114774115,0.0407814407814408,-0.6666666666666667,player2,0,1,1,0,0,1,0
147,Feliciano Lopez,Fabio Fognini,0.1537183746486072,0.059417326859187325,0.05520061334014814,0.0914899054433938,-0.06670074111934576,-0.3333333333333333,player1,0,1,1,0,0,1,0
148,Hubert Hurkacz,Mikael Ymer,0.08552036199095023,-0.016063348416289595,-0.04592760180995481,-0.021719457013574694,0.12760180995475112,0.33333333333333337,player1,0,1,1,0,0,1,0
149,John Millman,Karen Khachanov,-0.012499999999999997,0.0,0.025000000000000022,0.11249999999999993,-0.0625,0.0,player1,0,1,1,0,0,1,0
150,Thiago Monteiro,Benoit Paire,-0.019829317269076316,-0.07291666666666667,0.09525602409638556,0.0050200803212851475,-0.009036144578313254,-0.2666666666666666,player2,0,1,1,0,0,1,0
151,Andreas Seppi,Kyle Edmund,0.031768231768231764,0.025974025974025976,-0.042957042957042946,-0.07672327672327672,-0.03936063936063938,0.025000000000000022,player2,0,1,1,0,0,1,0
152,Tennys Sandgren,John Isner,-0.10105782068398893,0.004416144603060487,-0.1370031837321557,-0.20632638389647734,0.13638697750847284,-0.5,player2,0,1,1,0,0,1,0
153,Ugo Humbert,Marco Cecchinato,0.12797619047619047,0.0,0.09226190476190477,0.2886904761904762,-0.035714285714285726,0.75,player1,0,1,1,0,0,1,0
154,Vasek Pospisil,Denis Shapovalov,-0.06790123456790123,-0.05864197530864197,0.1342592592592593,0.02314814814814814,-0.0601851851851852,0.11111111111111116,player2,0,1,1,0,0,1,0
155,Feliciano Lopez,Pablo Andujar,0.13609117771211482,0.034782608695652174,-0.04482904178978475,-0.008189109328830713,-0.012579147319544098,0.15000000000000002,player1,0,1,1,0,0,1,0
156,Frances Tiafoe,Mikael Ymer,0.008016877637130802,-0.012658227848101266,0.06399437412095643,-0.06188466947960625,-0.0707454289732771,-0.16666666666666669,player2,0,1,1,0,0,1,0
157,Lorenzo Sonego,Hubert Hurkacz,0.06756756756756757,-0.02702702702702703,0.05405405405405406,-0.027027027027026973,-0.04054054054054054,-0.18181818181818177,player2,0,1,1,0,0,1,0
158,Michael Mmoh,John Millman,0.011801016702977493,-0.012345679012345678,0.17211328976034856,0.10729847494553374,-0.11928104575163398,-0.35,player2,0,1,1,0,0,1,0
159,Thiago Monteiro,Cameron Norrie,-0.010599078341013826,-0.012442396313364055,0.01658986175115207,0.05345622119815663,0.05437788018433179,-0.0714285714285714,player1,0,1,1,0,0,1,0
160,Jannik Sinner,Benoit Paire,-0.050582095543958254,-0.015254917703733446,0.0369329586511441,0.04476114010437576,-0.051585708550782816,-0.10256410256410264,player2,0,1,1,0,0,1,0
161,Andreas Seppi,Adrian Mannarino,-0.02108328479906814,-0.03715783343040186,0.1432731508444962,0.07652882935352362,-0.08806057076295867,0.2272727272727273,player1,0,1,1,0,0,1,0
162,Kyle Edmund,Alejandro Davidovich Fokina,0.05214819427148194,-0.0070049813200498134,-0.04156288916562889,-0.01120797011207969,0.03549190535491906,0.4,player1,0,1,1,0,0,1,0
163,Michael Venus,Tennys Sandgren,-0.22612085769980506,0.02046783625730994,-0.05847953216374269,-0.06432748538011701,-0.043859649122807015,-0.16666666666666663,player2,0,1,1,0,0,1,0
164,Marco Cecchinato,Leonardo Mayer,-0.014814814814814822,0.0,0.11111111111111116,0.08148148148148149,-0.06666666666666665,-0.1515151515151516,player1,0,1,1,0,0,1,0
165,Ugo Humbert,Casper Ruud,0.11274402281202017,0.010309278350515464,-0.15771002412809831,-0.08927396358850626,0.08850625137091467,-0.09722222222222221,player1,0,1,1,0,0,1,0
166,Vasek Pospisil,Joao Sousa,0.08,0.04,-0.09999999999999998,0.12,0.04000000000000001,0.16666666666666663,player1,0,1,1,0,0,1,0
167,Hugo Dellien,Rafael Nadal,-0.07042253521126761,-0.04795062509890806,0.09938281373635072,-0.07706915651210633,-0.13546447222661814,-0.0444444444444444,player2,0,1,0,1,0,0,1
168,Joao Sousa,Federico Delbonis,-0.06975907946781733,0.0074613448399856175,-0.10463861920172601,-0.10670622078389069,0.01833872707659115,-0.19999999999999996,player2,0,1,0,1,0,0,1
169,Christopher Eubanks,Peter Gojowczyk,0.0879602571595558,0.026008182349503216,0.06253652834599654,-0.0005844535359438852,-0.10797779076563413,-0.08333333333333337,player2,0,1,0,1,0,0,1
170,Pablo Carreno Busta,Jozef Kovalik,0.04265734265734267,0.010664335664335667,0.044230769230769296,0.16678321678321678,-0.04405594405594404,-0.16666666666666669,player1,0,1,0,1,0,0,1
171,Lorenzo Sonego,Nick Kyrgios,-0.03970741901776384,0.018808777429467086,-0.08045977011494254,-0.17311041448972475,0.033786137234413094,-0.33333333333333337,player2,0,1,0,1,0,0,1
172,Pablo Cuevas,Gilles Simon,-0.09095253265371138,-0.023255813953488372,0.12472124880535207,-0.07199745141764896,-0.08394393118827653,-0.5416666666666667,player2,0,1,0,1,0,0,1
173,Yasutaka Uchiyama,Mikael Ymer,0.03593661573288058,-0.016694963214487837,-0.0816355404640634,-0.18590831918505946,0.010894170911148832,-0.5555555555555556,player2,0,1,0,1,0,0,1
174,Mario Vilella Martinez,Karen Khachanov,-0.03971242725094146,0.007052379322149948,-0.0521054433413215,-0.07997261211913731,-0.01677507702841491,0.2142857142857143,player2,0,1,0,1,0,0,1
175,Yen Hsun Lu,Gael Monfils,-0.02976190476190476,-0.005952380952380952,-0.09722222222222221,-0.16269841269841273,-0.011904761904761918,-0.625,player2,0,1,0,1,0,0,1
176,Vasek Pospisil,Ivo Karlovic,0.0031162690737158716,0.03879217709004943,-0.10563077584354186,-0.13217279174725982,0.04083387062110466,-0.4,player2,0,1,0,1,0,0,1
177,James Duckworth,Aljaz Bedene,-0.06839630506552838,0.05305632440724314,-0.05719144962817224,-0.09070597258812152,-0.04011738419981992,-0.4444444444444444,player2,0,1,0,1,0,0,1
178,Ernests Gulbis,Felix Auger Aliassime,0.048120300751879695,-0.027443609022556395,-0.050375939849624074,-0.03496240601503764,0.08458646616541352,-0.13333333333333341,player1,0,1,0,1,0,0,1
179,Taylor Fritz,Tallon Griekspoor,0.2014329913694838,-0.033707865168539325,0.0004885197850512668,0.1882429571730988,0.05357433642729198,0.5,player1,0,1,0,1,0,0,1
180,Ilya Ivashka,Kevin Anderson,-0.02841114005209376,0.020076137046684032,0.012342215988779826,0.005850530955720246,0.018914045281506725,-0.11538461538461542,player2,0,1,0,1,0,0,1
181,Albert Ramos,Alex Bolt,-0.028161312371838686,0.0016860332649806346,0.07122351332877652,0.03203463203463208,-0.07404875825928456,0.017094017094017144,player2,0,1,0,1,0,0,1
182,Adrian Mannarino,Dominic Thiem,-0.014777131782945742,-0.006782945736434107,-0.02398255813953487,-0.13275193798449608,0.0021802325581395388,-0.3571428571428571,player2,0,1,0,1,0,0,1
183,Daniil Medvedev,Frances Tiafoe,0.0822463768115942,0.08260869565217392,-0.12717391304347825,-0.016304347826086973,0.06884057971014493,0.18831168831168826,player1,0,1,0,1,0,0,1
184,Dominik Koepfer,Pedro Martinez,0.090257412838058,-0.022157054415118928,0.08211143695014667,0.031932225480612586,-0.10394265232974911,-0.2571428571428571,player2,0,1,0,1,0,0,1
185,Jaume Munar,Hugo Gaston,-0.020043533466352258,0.00680210411754036,-0.002403410121530891,0.01623435516052968,0.06153636858334845,0.027310924369747913,player1,0,1,0,1,0,0,1
186,Alexei Popyrin,Jo-Wilfried Tsonga,-0.008994708994709,-0.0181657848324515,-0.017107583774250368,-0.020458553791887102,0.14303350970017636,0.6666666666666667,player1,0,1,0,1,0,0,1
187,John Isner,Thiago Monteiro,0.1731791438425644,-0.0006492189085007087,-0.013187259078920599,-0.035423006695070036,0.02852505579224994,0.0,player1,0,1,0,1,0,0,1
188,Daniel Elahi Galan,Alejandro Tabilo,0.027472527472527472,-0.019230769230769232,0.05998168498168499,0.05631868131868134,-0.08653846153846154,-0.12121212121212122,player2,0,1,0,1,0,0,1
189,Andreas Seppi,Miomir Kecmanovic,0.04566992640387135,0.0018146990624054848,0.008065329166246582,0.0780320596834358,0.03992337937292065,-0.625,player1,0,1,0,1,0,0,1
190,Damir Dzumhur,Stan Wawrinka,-0.1690631808278867,0.013818860877684408,0.10806100217864922,0.0024898848428259734,-0.12474323062558354,-0.4285714285714286,player2,0,1,0,1,0,0,1
191,Jeremy Chardy,David Goffin,-0.07724764686790003,0.03765011359948069,-0.045602077247646866,-0.14556962025316456,-0.027750730282375874,-0.3333333333333333,player2,0,1,0,1,0,0,1
192,Cameron Norrie,Pierre Hugues Herbert,-0.029239766081871343,0.003654970760233918,0.2156432748538012,0.14985380116959063,-0.10599415204678361,-0.10416666666666663,player2,0,1,0,1,0,0,1
193,Yuichi Sugita,Elliot Benchetrit,0.002232142857142863,-0.017857142857142856,0.0357142857142857,0.29910714285714285,0.0,0.8571428571428572,player1,0,1,0,1,0,0,1
194,Christopher Oconnell,Andrey Rublev,0.03273237771538348,0.002586079503472734,0.030367962169351337,0.014703709176887847,-0.06354366779961579,0.5666666666666667,player2,0,1,0,1,0,0,1
195,Nikoloz Basilashvili,Soon Woo Kwon,0.03306478181437,-0.002395998682200723,-0.10575339183563448,-0.019018239539968285,0.029860133576926517,0.07638888888888884,player1,0,1,0,1,0,0,1
196,Fernando Verdasco,Evgeny Donskoy,0.01228300032754668,-0.04159842777595807,0.1883393383557157,0.2965935145758271,-0.028660334097608903,0.5,player1,0,1,0,1,0,0,1
197,Casper Ruud,Egor Gerasimov,-0.05469451931716082,0.010893980233602874,0.015835579514824838,0.008760107816711549,-0.0028077268643306175,0.2692307692307693,player2,0,1,0,1,0,0,1
198,Alexander Zverev,Marco Cecchinato,0.04730753889110491,0.02800159553250898,0.2092540885520543,0.2228958915037894,-0.10051854806541682,0.14393939393939392,player1,0,1,0,1,0,0,1
199,Andrew Harris,Matteo Berrettini,-0.09283286994130367,-0.015909793018226745,0.21084337349397586,0.0468025949953661,-0.1977139326536917,-0.5555555555555556,player2,0,1,0,1,0,0,1
200,Marco Trungelliti,Tennys Sandgren,-0.06598639455782314,0.012925170068027212,0.08775510204081627,-0.04444444444444445,-0.08004535147392292,-0.4444444444444444,player2,0,1,0,1,0,0,1
201,Ricardas Berankis,Roberto Carballes Baena,0.023741690408357073,-0.0009496676163342835,-0.008072174738841476,0.06125356125356124,0.11823361823361822,0.23636363636363633,player1,0,1,0,1,0,0,1
202,Borna Coric,Sam Querrey,-0.15350877192982454,0.03446115288220551,-0.09837092731829578,-0.14661654135338348,0.014411027568922291,0.13636363636363635,player2,0,1,0,1,0,0,1
203,Guido Pella,John Patrick Smith,-0.00937950937950939,0.0018037518037518022,-0.0028860028860028253,0.07106782106782106,0.08297258297258295,0.06666666666666665,player1,0,1,0,1,0,0,1
204,Gregoire Barrere,Mohamed Safwat,0.05042106385246776,0.010766442809934974,-0.07110116192303595,-0.0023451657605798593,0.08144121095832002,-0.10087719298245612,player1,0,1,0,1,0,0,1
205,Jordan Thompson,Alexander Bublik,-0.03594080338266385,-0.13044397463002114,0.0923890063424948,0.03699788583509517,0.04630021141649046,0.29166666666666663,player1,0,1,0,1,0,0,1
206,Fabio Fognini,Reilly Opelka,-0.1329908675799087,0.017286366601435094,-0.10649054142204817,-0.07175472928897592,0.13380626223091976,0.30000000000000004,player1,0,1,0,1,0,0,1
207,Marton Fucsovics,Denis Shapovalov,-0.025486250838363513,-0.016655488486474405,0.029286832103733507,0.05812653699977649,0.04348312094790968,0.40259740259740256,player1,0,1,0,1,0,0,1
208,Jannik Sinner,Max Purcell,-0.006323864814430851,-0.01731287580344184,-0.08739373833713449,0.06531204644412192,0.05940286128965375,0.2222222222222222,player1,0,1,0,1,0,0,1
209,Leonardo Mayer,Tommy Paul,-0.0016129032258064557,0.030322580645161287,-0.06516129032258067,-0.05064516129032254,-0.07258064516129031,0.025974025974025983,player2,0,1,0,1,0,0,1
210,Grigor Dimitrov,Juan Ignacio Londero,0.12868490732568405,0.0024713150926743144,-0.0022065313327448433,0.10732568402471315,0.028067078552515445,0.2615384615384616,player1,0,1,0,1,0,0,1
211,Hubert Hurkacz,Dennis Novak,0.009700626595497794,0.014899048503132978,-0.02464608957994896,0.00037131585054533955,-0.0012067765142724507,0.3392857142857143,player1,0,1,0,1,0,0,1
212,Ugo Humbert,John Millman,0.012788732394366197,0.07391549295774648,-0.06997183098591553,-0.004619718309859133,0.02394366197183101,-0.06666666666666665,player2,0,1,0,1,0,0,1
213,Quentin Halys,Filip Krajinovic,0.14260532346201304,0.07659086902873259,-0.043363299841353786,0.03516657852987837,-0.030142781597038593,0.04395604395604402,player2,0,1,0,1,0,0,1
214,Steve Johnson,Roger Federer,-0.12557077625570776,0.01224574512245745,-0.1122872561228726,-0.24989622249896226,-0.018887505188875053,-0.5555555555555556,player2,0,1,0,1,0,0,1
215,Salvatore Caruso,Stefanos Tsitsipas,-0.10483175150992236,-0.019628990509059537,0.04141501294219152,-0.18572044866264026,-0.12748058671268336,-0.46153846153846156,player2,0,1,0,1,0,0,1
216,Marcos Giron,Philipp Kohlschreiber,-0.017956656346749228,0.010526315789473684,0.060681114551083604,-0.10588235294117643,-0.06315789473684211,-0.20000000000000007,player2,0,1,0,1,0,0,1
217,Cristian Garin,Stefano Travaglia,-0.015128782195548883,-0.04738684671167792,0.12915728932233062,0.12165541385346335,0.006626656664166064,0.3015873015873015,player1,0,1,0,1,0,0,1
218,Lorenzo Giustino,Milos Raonic,-0.13780487804878047,-0.0012195121951219523,-0.16544715447154473,-0.3060975609756098,0.0060975609756097615,-0.4285714285714286,player2,0,1,0,1,0,0,1
219,Cedrik Marcel Stebe,Benoit Paire,-0.03303624480095068,-0.013903743315508019,0.09269162210338677,0.035531788472964954,-0.0645276292335116,-0.2946428571428571,player2,0,1,0,1,0,0,1
220,Marin Cilic,Corentin Moutet,0.07829888712241653,-0.0663751987281399,-0.031001589825119247,0.1093004769475357,0.13195548489666137,0.3055555555555556,player1,0,1,0,1,0,0,1
221,Pablo Andujar,Michael Mmoh,-0.06322072988739656,0.04938271604938271,-0.22330755664088997,-0.19685253018586352,0.07665174331840997,0.06153846153846154,player2,0,1,0,1,0,0,1
222,Feliciano Lopez,Roberto Bautista Agut,0.10851567120047309,0.02054997043169722,-0.13010053222944995,-0.13690124186871677,-0.07185097575399171,-0.4,player2,0,1,0,1,0,0,1
223,Lloyd Harris,Diego Schwartzman,0.04863424383744171,-0.0009993337774816778,0.014990006662225164,-0.04180546302465027,-0.1112591605596269,-0.16666666666666663,player2,0,1,0,1,0,0,1
224,Norbert Gombos,Alejandro Davidovich Fokina,0.02861111111111111,0.021388888888888888,-0.05500000000000005,0.017500000000000016,-0.019722222222222224,-0.02083333333333337,player2,0,1,0,1,0,0,1
225,Mikhail Kukushkin,Marc Polmans,-0.0886549707602339,0.01116123642439432,-0.07903091060985801,-0.10252297410192146,0.06576441102756894,0.012121212121212144,player2,0,1,0,1,0,0,1
226,Kyle Edmund,Dusan Lajovic,-0.047619047619047616,-0.009259259259259259,-0.07771164021164023,-0.13558201058201058,0.047288359788359796,0.393939393939394,player2,0,1,0,1,0,0,1
227,Daniel Evans,Mackenzie Mcdonald,-0.02259156050955414,-0.014779060509554139,-0.16301751592356684,-0.04478503184713378,0.1553045382165605,0.10795454545454541,player1,0,1,0,1,0,0,1
228,Laslo Djere,Yoshihito Nishioka,0.038558467741935484,0.022933467741935484,-0.010836693548387122,0.012096774193548376,-0.05393145161290322,-0.025974025974025983,player2,0,1,0,1,0,0,1
229,Prajnesh Gunneswaran,Tatsuma Ito,0.07279612876078266,-0.04081632653061224,-0.08499894803282138,-0.07700399747527881,-0.008941721018304233,-0.030303030303030276,player2,0,1,0,1,0,0,1
230,Novak Djokovic,Jan Lennard Struff,0.036102484472049695,-0.029891304347826088,0.08967391304347827,0.13392857142857145,-0.004658385093167711,-0.16363636363636364,player1,0,1,0,1,0,0,1
231,Federico Delbonis,Rafael Nadal,-0.07170582226762001,0.06149131767109295,-0.058120531154238986,-0.17517875383043918,-0.02737487231869254,-0.15000000000000002,player2,0,1,0,1,0,0,1
232,Peter Gojowczyk,Pablo Carreno Busta,-0.017847722876736416,0.011781255494988572,-0.04563038508879902,-0.03833304026727624,-0.06637946193071917,0.03921568627450989,player2,0,1,0,1,0,0,1
233,Gilles Simon,Nick Kyrgios,-0.1855799373040752,-0.01050156739811912,-0.03573667711598749,-0.06222570532915361,-0.017554858934169276,0.2121212121212121,player2,0,1,0,1,0,0,1
234,Mikael Ymer,Karen Khachanov,-0.02178076411205246,-0.03151881065991496,0.012756840977699913,-0.01697666114844032,0.013178822994773909,0.0,player2,0,1,0,1,0,0,1
235,Gael Monfils,Ivo Karlovic,-0.08381832705694398,-0.002852904256533152,0.10846741983339048,0.10755449047129984,-0.06304918406938263,-0.16666666666666663,player1,0,1,0,1,0,0,1
236,Ernests Gulbis,Aljaz Bedene,0.09444444444444443,0.009722222222222222,0.10694444444444451,0.13611111111111107,0.03055555555555553,0.4444444444444444,player1,0,1,0,1,0,0,1
237,Taylor Fritz,Kevin Anderson,0.018224467701190905,-4.5110068567305595e-05,-0.04371165644171782,-0.009202453987730008,0.13587152652472032,-0.3095238095238096,player1,0,1,0,1,0,0,1
238,Alex Bolt,Dominic Thiem,-0.0032538914783220574,0.00822267170873274,-0.008882244305689846,-0.15113006771611992,0.005540409814440234,-0.005952380952380931,player2,0,1,0,1,0,0,1
239,Daniil Medvedev,Pedro Martinez,0.18317972350230416,0.013056835637480797,-0.10599078341013823,0.05568356374807987,0.1662826420890937,0.25,player1,0,1,0,1,0,0,1
240,Jaume Munar,Alexei Popyrin,-0.07334096109839816,-0.0414187643020595,-0.07585812356979404,-0.09221967963386729,-0.00469107551487416,-0.4444444444444444,player2,0,1,0,1,0,0,1
241,Alejandro Tabilo,John Isner,-0.35401881498597126,0.032843703581449085,-0.13186994553556686,-0.22710018154811024,0.059085657699290306,-0.5714285714285714,player2,0,1,0,1,0,0,1
242,Stan Wawrinka,Andreas Seppi,0.10542309490416082,0.016082281439925197,-0.005002337540906954,0.07180925666199162,-0.00920991117344555,-0.625,player1,0,1,0,1,0,0,1
243,Pierre Hugues Herbert,David Goffin,0.03934169278996865,-0.049529780564263326,-0.0625914315569488,-0.09049111807732496,0.0615987460815047,0.0,player2,0,1,0,1,0,0,1
244,Andrey Rublev,Yuichi Sugita,0.23474025974025972,0.0009740259740259744,-0.11287878787878791,0.08517316017316018,0.1366883116883117,0.33333333333333337,player1,0,1,0,1,0,0,1
245,Nikoloz Basilashvili,Fernando Verdasco,-0.07278552158273381,0.03411645683453238,-0.06879496402877694,-0.07081834532374098,0.007981115107913661,-0.09090909090909094,player2,0,1,0,1,0,0,1
246,Alexander Zverev,Egor Gerasimov,0.04338235294117647,-0.03125,0.10459558823529413,0.2018382352941176,-0.011121323529411753,-0.2857142857142857,player1,0,1,0,1,0,0,1
247,Matteo Berrettini,Tennys Sandgren,-0.046788827610745404,0.0057818893435331795,-0.06982743284113146,-0.0428749332858922,0.04376445472335885,-0.12727272727272732,player2,0,1,0,1,0,0,1
248,Ricardas Berankis,Sam Querrey,-0.18067226890756305,0.023109243697478993,-0.06302521008403361,-0.13707983193277312,0.03728991596638656,0.09999999999999998,player2,0,1,0,1,0,0,1
249,Guido Pella,Gregoire Barrere,0.024824766355140186,0.01547897196261682,0.09462616822429903,0.08800623052959494,0.011974299065420552,0.23232323232323238,player1,0,1,0,1,0,0,1
250,Jordan Thompson,Fabio Fognini,0.010030307403665756,-0.012916726800404097,0.030559965362967345,0.023235676143743722,-0.05491412902294704,0.0,player2,0,1,0,1,0,0,1
251,Marton Fucsovics,Jannik Sinner,0.06818181818181818,-0.005513051305130516,0.0804455445544554,0.0753825382538254,0.013501350135013496,-0.16666666666666669,player1,0,1,0,1,0,0,1
252,Grigor Dimitrov,Tommy Paul,0.0597092419522326,0.018963556346733915,0.08660930623547447,0.04786629085694505,-0.02571329674133413,0.08750000000000002,player2,0,1,0,1,0,0,1
253,Hubert Hurkacz,John Millman,0.06837606837606837,0.05603038936372269,0.0,-0.0009496676163343043,-0.060778727445394115,-0.3,player2,0,1,0,1,0,0,1
254,Filip Krajinovic,Roger Federer,-0.1539343009931245,0.025974025974025976,0.049083269671505,-0.10084033613445381,-0.13922841864018332,-0.16666666666666663,player2,0,1,0,1,0,0,1
255,Philipp Kohlschreiber,Stefanos Tsitsipas,,,,,,,player2,0,1,0,1,0,0,1
256,Cristian Garin,Milos Raonic,-0.22818532818532816,-0.03822393822393823,0.2444015444015445,0.013513513513513487,-0.1972972972972973,-1.0,player2,0,1,0,1,0,0,1
257,Benoit Paire,Marin Cilic,0.08982843137254902,0.02785947712418301,-0.09358660130718954,-0.054125816993464027,-0.005637254901960792,-0.2666666666666666,player2,0,1,0,1,0,0,1
